UBINumber,BusinessDbaName,EffectiveDate,ExpirationDate,Address1,City,State,Zip,ViolationNo,ViolationType,ViolationDate
603 391 752,SANCHEZ CLEANING SERVICES LLC,,,1305 W CASINO RD APT C1,EVERETT,WA,98204-1526,,,
601 952 791,EXCELLENT CLEANING SERVICES,,,10502 124TH AVE NE,KIRKLAND,WA,98033,,,
604 526 573,TITI SPARKLE CLEANING SERVICES,,,22815 LAKEVIEW DR APT G204,MT LK TERRACE,WA,98043-2835,,,
604 787 609,SVL CLEANING SERVICES LLC,,,1609 NW 65TH ST,VANCOUVER,WA,98663,,,
604 869 726,VIEIRA'S CLEANING SERVICES LLC,,,250 GAGE BLVD UNIT 1023,RICHLAND,WA,99352-9650,,,
604 015 714,VALOR CLEANING SERVICES LLC,,,7726 E BASELINE RD UNIT 108,MESA,AZ,85209,,,
602 999 849,SUPERIOR CLEANING SERVICES,,,PO BOX 821985,VANCOUVER,WA,98682,,,
603 579 351,NELLIS CLEANING SERVICES LLC,,,2371 LIBBEY RD APT A,COUPEVILLE,WA,98239-3209,,,
602 805 288,JUAREZ CLEANING SERVICES,,,233 1/2 174TH ST S,SPANAWAY,WA,98387-8705,,,
604 169 942,STAR CLEANING SERVICES LLC,,,2540 CONGER CT NW,OLYMPIA,WA,98502-4432,,,
,,,,,,,,,,
604 377 131,PEACHY CLEAN CLEANING SERVICES,,,3826 282ND ST NE,ARLINGTON,WA,98223-7352,,,
601 814 136,BEYOND CLEAN CLEANING SERVICES,,,12522 8TH AVENUE W W J302,EVERETT,WA,98204,,,
604 623 171,CORTEZ CLEANING SERVICES LLC,,,21829 31ST AVE S APT 4,DES MOINES,WA,98198-6758,,,
602 197 090,EXCEL CLEANING SERVICES,,,933 SO 29TH COURT,RENTON,WA,98055-5016,,,
604 396 572,509 CLEANING SERVICES,,,13318 E 11TH AVE,SPOKANE VALLEY,WA,99216-0617,,,
602 777 074,VICTORIAS CLEANING SERVICES TH,,,20211 10TH DR SE,BOTHELL,WA,98012,,,
,,,,,,,,,,
601 965 160,EXCELLENCE CLEANING SERVICES,,,PO BOX 2571,VANCOUVER,WA,98668,,,
601 655 378,ADVANCED CLEANING SERVICES,,,14214 NE 21ST ST,BELLEVUE,WA,98007,,,
600 237 438,WHITESIDE CLEANING SERVICES,,,CYNTHIA VAN GUSE 521 E GOODLANDER,SELAH,WA,98942,,,
,,,,,,,,,,
602 521 427,CLEAN SWEEP CLEANING SERVICES,,,170 SE ALPINE AVE,SHELTON,WA,98584,,,
602 949 677,FM CLEANING SERVICES,,,PO BOX 8423,LACEY,WA,98509-8423,,,
600 473 009,SISTERS CLEANING SERVICES,,,INC 6361 1ST AVE S,SEATTLE,WA,98108,,,
603 578 588,GUIRETH CLEANING SERVICES,,,10304 LAKEVIEW AVE SW,LAKEWOOD,WA,98499,,,
603 371 521,HARBOR CLEANING SERVICES,,,14720 SHERMAN DR NW,GIG HARBOR,WA,98332-8719,,,
604 677 654,QUINTOS CLEANING SERVICES LLC,,,409 NE 152ND AVE,VANCOUVER,WA,98684-8174,,,
602 708 699,GR CLEANING SERVICES,,,1617 NORTH 26TH ST #104,MOUNT VERNON,WA,98273,,,
603 573 374,BRAGGS CLEANING SERVICES,,,401 NEWCOMER ST,RICHLAND,WA,99354,,,
602 642 120,BUDGET CLEANING SERVICES,,,7207 198TH ST SW,LYNNWOOD,WA,98036,,,
603 352 404,CLEANING SERVICES,,,15912 SE 156TH ST,RENTON,WA,98058-6313,,,
602 898 605,RONALD CLEANING SERVICES,,,PO BOX 52721,BELLEVUE,WA,98015-2721,,,
604 287 554,VANTAY CONSTRUCTION COMPANY,,,4102 109TH ST SW APT 25 ATTN: DAVID FEREA,LAKEWOOD,WA,98499,,,
602 450 385,ANA CLEANING SERVICES,,,1309 S DATE ST,KENNEWICK,WA,99337-5384,,,
600 316 596,PRECISION CLEANING SERVICES,,,109 182ND ST SW,BOTHELL,WA,98012,,,
,,,,,,,,,,
602 573 295,MUTUAL-CLEANING SERVICES,,,18930 46TH AVE NE,ARLINGTON,WA,98223,,,
600 491 365,MASTERCARE CLEANING SERVICES,,,12222 82 NE,KIRKLAND,WA,98034,,,
602 610 260,EASTSIDE CLEANING SERVICES,,,14214 SE 14TH ST,BELLEVUE,WA,98007,,,
601 705 597,CONTAINER SERVICES UNLIMITED,,,PO BOX 147,CLE ELUM,WA,98922,,,
601 219 787,YORK FLOOR CLEANING SERVICES,,,12726 57TH DR SE,SNOHOMISH,WA,98296-5207,,,
602 923 656,RUDY'S SERVICES LLC,,,604 RAILROAD AVE S,KENT,WA,98032-6125,,,
,,,,,,,,,,
604 796 145,MAGIC SERVICES LLC,,,13016 SE 309TH PL,AUBURN,WA,98092,,,
604 824 470,NORTHWEST CLEANING SERVICES,,,7615 87TH AVE NE,MARYSVILLE,WA,98270-7411,,,
604 876 634,POOF CLEANING SERVICES,,,ALEJO PO BOX 742,KENT,WA,98035-0742,,,
601 062 125,AIRO SERVICES,,,4110 E 11TH ST,TACOMA,WA,98421,,,
604 315 896,PRONTO CLEANING SERVICES,,,11750 PHINNEY AVE N,SEATTLE,WA,98133,,,
,,,,,,,,,,
605 232 643,PURE ENERGY SERVICES,,,1612 C ST,LYNDEN,WA,98264-2020,,,
604 851 503,MBP CLEANING SERVICES,,,12837 SE 208TH ST,KENT,WA,98031-2323,,,
604 173 301,MARTINEZ CLEANING SERVICES,,,23416 61ST AVE S APT W202,KENT,WA,98032-3906,,,
603 509 255,NENAS CLEANING SERVICES,,,11305 E SPRAGUE AVE STE 104,SPOKANE VALLEY,WA,99206-5245,,,
,,,,,,,,,,
605 304 174,COFER CLEANING & SERVICES,,,PO BOX 381,EVERSON,WA,98247-0381,,,
603 507 623,JESSICAS CLEANING SERVICE,,,1204 N ROAD 36,PASCO,WA,99301,,,
601 848 422,B & B DRYWALL,,,23120 127TH AVE NE,ARLINGTON,WA,98223,,,
601 421 781,PRO TEAM JANITORIAL,,,330 SW 43RD ST STE K PMB 386,RENTON,WA,98057-4944,,,
601 083 165,CHAMPION CLEANING SERVICES,,,6840 LAKESIDE ST SW,OLYMPIA,WA,98512,,,
602 480 708,GP CLEANING SERVICES,,,1910 SW 321ST LN 11,FEDERAL WAY,WA,98023,,,
602 886 925,KELLYS CLEANING SERVICES,,,PO BOX 926,ALLYN,WA,98524-0926,,,
602 119 938,ESPERANZAS CLEANING SERVICES,,,302 SCOTT ST SE,TUMWATER,WA,98501,,,
600 634 664,MONARCH CLEANING SERVICES,,,7719 26TH AVE NW,SEATTLE,WA,98117,,,
601 742 976,KRISTAS CLEANING SERVICES,,,3224 N TAYLOR RD,OAK HARBOR,WA,98277,,,
604 075 981,JIG CLEANING SERVICES,,,7431 BEVERLY LN,EVERETT,WA,98203,,,
601 083 843,TOTAL CLEANING SERVICES,,,17621 66TH PL W,LYNNWOOD,WA,98037,,,
602 035 849,SNOW WHITE CLEANING SERVICE,,,20640 W SOUTH BANK RD,NINEMILE FALLS,WA,99026-9762,,,
601 665 555,PRIME CLEANING SERVICES,,,2433 SW LK ROESIGER RD,SNOHOMISH,WA,98290,,,
603 246 144,IMPERIAL CLEANING,,,2503 W PEARL ST,PASCO,WA,99301-3329,,,
601 480 013,COLE CLEANING SERVICES,,,6217 S 116TH ST,SEATTLE,WA,98178-0000,,,
603 337 716,EASTSIDE CLEANING SERVICES INC,,,31101 116TH AVE SE TRLR 30,AUBURN,WA,98092,,,
603 363 907,MOLINAS CLEANING SERVICESINC,,,9825 18TH AVE W APT H1,EVERETT,WA,98204-2106,,,
604 438 814,SPRING CLEANING SERVICES LLC,,,1025 S BRADLEY ST APT 2C,CHELAN,WA,98816-8704,,,
601 275 584,MR CHARLES CLEANING SERVICES L,,,4903 SW STEVENS ST,SEATTLE,WA,98116,,,
604 106 783,ADVANCED CLEANING SERVICES,,,100 ANDOVER PARK W STE 150-273,SEATTLE,WA,98188-0000,,,
603 311 642,NUMBER 1 JANITORIAL SERVICES,,,2100 NE 6TH PL,RENTON,WA,98056-3610,,,
,,,,,,,,,,
602 358 417,GILLY GIRLS CLEANING SERVICES,,,2702 N BRISTOL ST,TACOMA,WA,98407,,,
602 535 376,HOMETOWN SERVICES LLC,,,18644 142ND ST NE,WOODINVILLE,WA,98072,,,
601 867 756,MARYS HOUSE CLEANING SERVICES,,,PO BOX 255,YACOLT,WA,98675-0399,,,
601 881 579,MERRY BEE CLEANING SERVICES,,,BLDG 10 APT 304 23104 27TH AVE SE,BOTHELL,WA,98021,,,
600 600 164,A 1 CLEANING SERVICES,,,3411 O STREET,VANCOUVER,WA,98663,,,
600 576 617,WHITE KNIGHT CLEANING SERVICES,,,1241 GRANT RD,EAST WENATCHEE,WA,98802,,,
602 173 312,A-GLASS ACT CLEANING SERVICES,,,1229 SW BADE AVE,COLLEGE PLACE,WA,99324,,,
601 505 984,HOME TOUCH CLEANING,,,PO BOX 557,DRYDEN,WA,98821,,,
602 126 199,ROS ELUM CLEANING SERVICES,,,PO BOX 147,CLE ELUM,WA,98922,,,
604 635 141,AES,,,915 2ND ST,ASOTIN,WA,99402,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
603 173 406,D & J CLEANING SERVICES,,,5309 CASCADE DR,YAKIMA,WA,98908,,,
602 179 020,J & P CLEANING SERVICES,,,1243 WILLOW ST SE,LACEY,WA,98203,,,
600 512 570,CPO CLEANING SERVICES,,,W 5022 ROSEWOOD,SPOKANE,WA,99208,,,
601 057 934,KIM T NGUYEN CLEANING SERVICES,,,13913 102ND AVE NE,KIRKLAND,WA,98034,,,
603 407 307,EMERALD CLEANING SERVICES & LA,,,PO BOX 3008,SHELTON,WA,98584-4420,,,
601 002 130,ABSOLUTE CLEANING SERVICES,,,6944 SILLS RD,CLINTON,WA,98236,,,
601 843 424,E & E CLEANING SERVICES,,,17811 SE 283RD PL,KENT,WA,98042,,,
605 002 943,DUST & SHINE CLEANING SERVICES,,,124 DAKOTA WAY,FRIDAY HARBOR,WA,98250-5624,,,
604 586 862,HUIZARS CLEANING SERVICES,,,503 N NACHES AVE,YAKIMA,WA,98901-2406,,,
604 657 319,KEEN CLEANING SERVICES,,,1801 178TH STR CT E,SPANAWAY,WA,98387-4125,,,
604 859 693,SEATTLE CLEANING SERVICES LLC,,,2945 17TH ST SE,AUBURN,WA,98092-6457,,,
603 573 227,WILLS CLEANING SERVICES LLC,,,637 STRANDER BLVD BLDG E,TUKWILA,WA,98188-2214,,,
604 876 714,ULTIMATE CLEANING SERVICES THE,,,4337 S 254TH ST,KENT,WA,98032-5620,,,
604 096 834,AMBERS CLEANING SERVICES LLC,,,3113 13TH ST,BREMERTON,WA,98312-2841,,,
603 550 516,T&B CLEANING SERVICES LLC,,,15212 E MISSION AVE,SPOKANE VALLEY,WA,99037-9552,,,
604 922 371,TOP LEVEL CLEANING SERVICES,,,1928 S 240TH ST,DES MOINES,WA,98198-8631,,,
604 272 304,JWL CLEANING SERVICES INC,,,9601 SOUTH TACOMA WAY STE 104,LAKEWOOD,WA,98499-4421,,,
604 332 633,DL CLEANING SERVICES LLC,,,3126 E JACKSON AVE,SPOKANE,WA,99207-5526,,,
603 029 778,HOUSE CLEANING SERVICES,,,229 TACOMA BLVD,ALGONA,WA,98001-8508,,,
,,,,,,,,,,
602 335 212,GREEN HOUSE CLEANING SERVICES,,,19004 8TH AVE NW,SHORELINE,WA,98177,,,
604 777 022,EMERALD CLEANING SERVICES & LA,,,201 EUCLID AVE,SHELTON,WA,98584-3611,,,
604 728 771,ANAS CLEANING SERVICES,,,1207 S 28TH AVE,YAKIMA,WA,98902-4944,,,
604 459 843,J&M CLEANING SERVICES LLC,,,1120 9TH ST APT 52,WENATCHEE,WA,98801-6811,,,
604 466 058,H & F HOME CLEANING SERVICES,,,810 3RD ST,CLARKSTON,WA,99403-2622,,,
605 166 928,QUICK PRO CLEANING SERVICES,,,4420 W BROWN ST,PASCO,WA,99301-2808,,,
603 609 149,UNION JM CLEANING SERVICES,,,1776 LARCH AVE NE APT 101,ISSAQUAH,WA,98029-7833,,,
604 651 106,EXCEL CARPET CLEANING SERVICES,,,26828 MAPLE VALLEY BLACK DIAMO,MAPLE VALLEY,WA,98038-8309,,,
604 955 706,H&F HOME CLEANING SERVICES LLC,,,810 3RD ST,CLARKSTON,WA,99403-2622,,,
,,,,,,,,,,
604 339 102,J&B CLEANING SERVICES,,,PO BOX 6247,BELLEVUE,WA,98008-0247,,,
602 834 928,J & P CLEANING SERVICES LLC,,,7177 RADIUS LOOP SE,LACEY,WA,98513-5140,,,
,,,,,,,,,,
604 272 700,MIK & MATT CLEANING SERVICES L,,,4331 164TH PL SW,LYNNWOOD,WA,98087-6800,,,
602 997 851,"QUAL GREEN CLEANING SERVICES,",,,"DUSTIN ALAN LANE, M/TRE PO BOX 648",MARYSVILLE,WA,98270-0648,,,
,,,,,,,,,,
601 953 149,NASSEN CLEANING SERVICES,,,781 KAYNOR RD,ELLENSBURG,WA,98926,,,
,,,,,,,,,,
603 030 477,ALL CITY CLEANING SERVICES LLC,,,700 SLEATER KINNEY RD SE SUITE B248,LACEY,WA,98503-1113,,,
604 816 119,C&M CLEANING SERVICES LLC,,,136 SEATTLE BLVD S,ALGONA,WA,98001-8513,,,
602 480 997,K & A CLEANING SERVICES INC,,,17404 MERIDIAN E STE F-15,PUYALLUP,WA,98375-6234,,,
603 109 780,D A D S CLEANING SERVICES,,,4000 NE 7TH ST,RENTON,WA,98056-3835,,,
601 220 409,ACADEMY CLEANING SERVICE INC,,,8554 122ND AVE NE #316,KIRKLAND,WA,98033,,,
603 441 009,BLUE DIAMOND CLEANING SERVICES,,,402 NILE PL NE,RENTON,WA,98059-4887,,,
601 509 961,ALL BRITE CLEANING SERVICES,,,10013 NE HAZEL DELL AVE #105,VANCOUVER,WA,98685-0000,,,
604 876 101,DUSTBUSTERS CLEANING SERVICES,,,1132 164TH ST SE APT M104,MILL CREEK,WA,98012-1721,,,
604 337 237,JVA CLEANING SERVICES,,,4105 GOLDCREST DR NW,OLYMPIA,WA,98502-8528,,,
601 605 202,CASCADE CLEANING SERVICES,,,PO BOX 992,SUMNER,WA,98390-0000,,,
602 462 960,PIQUET LUMPER SERVICE,,,1902 A STREET SE #812,AUBURN,WA,98002,,,
602 419 548,BUENA VISTA CLEAING SERVICE,,,14704 EDGEWATER LN,LAKE FOREST PK,WA,98155,,,
601 562 785,BOWEN CLEANING SERVICES,,,33020 10TH AVE SW APT F-304,FEDERAL WAY,WA,98023,,,
601 676 455,KASEYS CLEANING SERVICES,,,3022 NE 140TH # 425,SEATTLE,WA,98125,,,
601 722 938,STAR BRIGHT CLEANING SERVICES,,,32211 11TH PL S # 69,FEDERAL WAY,WA,98003,,,
601 077 997,BRAVO CLEANING SERVICES,,,2530 14TH AVE S APT E,SEATTLE,WA,98144,,,
601 014 372,SOUND CLEANING SERVICES,,,121 SW 192ND,SEATTLE,WA,98166,,,
601 303 183,BRIGHT CLEANING SERVICES,,,1909 SW 162ND,SEATTLE,WA,98166-0000,,,
601 232 366,PROFESSIONAL CLEANING SERVICES,,,PO BOX 98587,SEATTLE,WA,98198-0000,,,
600 643 375,GLAD RAGS CLEANING SERVICES,,,603 EDGEMOORE DRIVE,HOPKINS,MN,55343,,,
601 573 443,R & M CLEANING SERVICES,,,407 VALLEY AVE NE #D-204,PUYALLUP,WA,98372,,,
601 745 183,CORONET HOME CLEANING SERVICES,,,2586 3RD AVE W,SEATTLE,WA,98119-2306,,,
601 729 646,TLC CLEANING SERVICES,,,2657 E HOQUIAM RD,HOQUIAM,WA,98550-9116,,,
601 698 151,DYNAMIC CLEANING SERVICES,,,28240 20TH AVE S,FEDERAL WAY,WA,98003,,,
601 764 612,E-C-S- INC,,,1901 PINEHURST AVE,EVERETT,WA,98203,,,
601 052 607,BOYCE OFFICE CLEANING SERVICES,,,14310 SE 256TH PL,KENT,WA,98042,,,
601 525 211,R & S CLEANING SERVICES,,,1215 SW 137TH ST #421,SEATTLE,WA,98166,,,
601 337 536,FRANK'S CLEANING SERVICES,,,14628 164TH PL SE,RENTON,WA,98056-0000,,,
601 358 540,COMMERCIAL CLEANING SERVICES,,,1455 S PUGET DR APT H204,RENTON,WA,98055-4390,,,
601 226 719,COZY CORNER CAFE,,,11407 SR 530 NE,ARLINGTON,WA,98223-0000,,,
601 674 494,C S P I,,,605 166TH ST CT E,SPANAWAY,WA,98387,,,
601 476 945,CEMPER BUSINESS,,,120 SEAMOUNT DR,BRINNON,WA,98320-9613,,,
601 503 824,K & D CLEANING SERVICES,,,12210 223RD AVE E,SUMNER,WA,98390,,,
601 717 614,ELITE CLEANING SERVICES,,,1213 WILLOW ST SE,LACEY,WA,98501,,,
601 272 987,COMMERCIAL CLEANING SERVICES,,,1711 168TH AVE NE,BELLEVUE,WA,98008-2945,,,
601 637 743,CHRISTIE CLEANING SERVICES,,,8811 WILKENSEN RD SE,YELM,WA,98597,,,
601 369 643,PETER'S CLEANING SERVICES,,,10515 NE 124TH CT,KIRKLAND,WA,98034-0000,,,
,,,,,,,,,,
601 410 082,TURN KEY CLEANING SERVICES,,,8314 194TH ST E,SPANAWAY,WA,98387,,,
601 158 882,PERFECTION CLEANING SERVICES,,,189 SAN JUAN DRIVE,SEQUIM,WA,98382,,,
601 745 491,COMMERCIAL CLEANING SERVICES,,,23240 88TH AVE S APT KK103,KENT,WA,98031-4487,,,
601 765 692,AFFORDABLE CLEANING SERVICES,,,23641 20TH AVE S # E-104,DES MOINES,WA,98198,,,
601 753 207,COMMERCIAL CLEANING SERVICES,,,PO BOX 703,ABERDEEN,WA,98520,,,
601 296 981,BRIGHTWAY CLEANING SERVICES,,,732 93RD ST SW,EVERETT,WA,98204,,,
601 507 657,ENCORE CLEANING SERVICES,,,9713 215TH AVE SE,SNOHOMISH,WA,98290,,,
601 177 341,EAGLE CLEANING SERVICES,,,1305 COLUMBIA ST STE 250,VANCOUVER,WA,98660-3490,,,
601 200 140,LYDIA'S CLEANING SERVICES,,,PO BOX 3605,EVERETT,WA,98213-8605,,,
601 689 307,EMERALD CITY CLEANING SERVICES,,,4920 SW 319TH LN # F-201,FEDERAL WAY,WA,98023,,,
601 339 433,A 1 CLEANING SERVICES,,,2113 N WYCOFF,BREMERTON,WA,98312-0000,,,
601 550 331,CINDIS CLEANING SERVICES,,,14250 130TH AVE NE,KIRKLAND,WA,98034,,,
601 089 651,EMERALD CITY CLEANING SERVICES,,,PO BOX 300026,SEATTLE,WA,98103,,,
,,,,,,,,,,
601 496 309,ELITE HOME CLEANING SERVICES,,,3320G E FOURTH PLAIN BLVD,VANCOUVER,WA,98661,,,
600 386 449,YOLANDA CLEANING SERVICES,,,10207 BECKER DR SW,TACOMA,WA,98499,,,
601 257 530,ARMANDOS CLEANING SERVICES,,,1700 17TH AVE,SEATTLE,WA,98122-2701,,,
601 785 309,FAULDS CLEANING SERVICES,,,PO BOX 12954,EVERETT,WA,98206,,,
601 715 941,PROFESSIONAL CLEANING SERVICES,,,18214 36TH AVE W I-11,LYNNWOOD,WA,98037,,,
601 649 359,A NO 1 CLEANING SERVICES,,,700 N REED ST #52,SEDRO WOOLLEY,WA,98284,,,
601 406 583,ABOUT CLEANING SERVICES,,,20826 9TH AVE SO,DES MOINES,WA,98198,,,
601 648 975,ANGELA'S CLEANING SERVICES,,,1311 S CENTRAL AVE STE F,KENT,WA,98032,,,
601 235 267,LINDAS CLEANING SERVICES,,,PO BOX 662,ORTING,WA,98360-0000,,,
600 218 604,BRANDON CLEANING SERVICES,,,24326 87TH PL W,EDMONDS,WA,98026-0000,,,
601 690 625,GUSTAV CLEANING SERVICES,,,PO BOX 6742,BELLEVUE,WA,98008,,,
601 386 204,ELITE CLEANING SERVICES,,,205 BROCK #5,WALLA WALLA,WA,99362-0000,,,
601 313 757,CONTRACTORS CLEANING SERVICES,,,133-1 UNION AVE NE,RENTON,WA,98059,,,
601 374 343,A & J CLEANING SERVICES,,,7910 HUSKY WAY SE,OLYMPIA,WA,98506,,,
601 219 199,RITE WAY CLEANING SERVICES,,,28112 68TH AVE E,GRAHAM,WA,98338-0000,,,
601 659 419,PREMIER CLEANING SERVICES,,,4916 146TH ST CT NW,GIG HARBOR,WA,98332,,,
601 562 100,SCRUB A DUB CLEANING SERVICES,,,11906 216TH AVEN CT,SUMNER,WA,98390-7621,,,
601 745 352,H AND S CLEANING SERVICES,,,927 S 137TH ST,SEATTLE,WA,98168,,,
601 544 935,MAN CLEANING SERVICES,,,18709 137TH CT SE,RENTON,WA,98058,,,
601 521 896,PROFESSIONAL CLEANING SERVICES,,,14115 134TH ST KPN,GIG HARBOR,WA,98329,,,
601 421 982,ACS CLEANING SERVICES,,,2001 SE TALTON AVE,VANCOUVER,WA,98684,,,
,,,,,,,,,,
600 118 062,GUARANTEED CLEANING SERVICES,,,30469 227TH PL SE,BLACK DIAMOND,WA,98010,,,
601 577 225,CARPET PRO CLEANING SERVICES,,,105 INGLEWOOD PARK,LONGVIEW,WA,98632,,,
601 254 520,CONSTRUCTION CLEANING SERVICES,,,4638 S 289TH PL,AUBURN,WA,98001-0000,,,
601 048 897,TOTAL CLEANING SERVICES,,,23703 91ST AVE W,EDMONDS,WA,98026,,,
601 509 217,ABLE CLEANING SERVICES,,,6811 NE 124TH AVE STE 61,VANCOUVER,WA,98682,,,
601 346 014,DUST BUNNIES CLEANING SERVICES,,,240 BROWN RD E,CHEHALIS,WA,98532-8924,,,
601 765 698,WHITE GLOVE CLEANING SERVICES,,,PO BOX 44,PROSSER,WA,99350,,,
601 224 710,PROFESSIONAL CLEANING SERVICES,,,8714 27TH AVE NE,MARYSVILLE,WA,98270-8022,,,
601 623 162,RCA CLEANING SERVICES,,,11962 44TH AVE S,SEATTLE,WA,98168,,,
601 443 787,JIN MI RESTAURANT,,,17227 32ND AVE W,LYNNWOOD,WA,98037,,,
601 104 731,CASCADE CLEANING SERVICES,,,11410 NE 124TH ST STE 128,KIRKLAND,WA,98034,,,
601 054 100,CLEANING SERVICES,,,306 S 7TH ST #210,TACOMA,WA,98402-3708,,,
601 674 696,LITTLE BEAR CLEANING SERVICES,,,2301 W PACIFIC #409,SPOKANE,WA,99204,,,
601 136 757,BEST IN WEST CLEANING SERVICES,,,PO BOX 367,MILTON,WA,98354,,,
601 369 014,LONG BEACH CLEANING SERVICES,,,4043 ALTURAS ST W,TACOMA,WA,98466,,,
601 465 764,J L CLEANING SERVICES,,,3001 S 288TH ST # 389,FEDERAL WAY,WA,98003,,,
601 574 116,GOLD STAR CLEANING SERVICES,,,2805 76TH AVE SW TRLR 3,OLYMPIA,WA,98512-7564,,,
601 651 055,B & K WINDOW CLEANING SERVICES,,,2201 W VALLEY HWY N STE A,AUBURN,WA,98001,,,
601 658 652,C & D CLEANING SERVICES,,,PO BOX 6034,EDMONDS,WA,98026-0034,,,
601 384 738,MAURICES CAFE,,,22993 MARINE VIEW DRIVE SOUTH APT D 307,DES MOINES,WA,98198,,,
601 141 035,B & S CLEANING SERVICES,,,PO BOX 4653,SPANAWAY,WA,98387,,,
601 516 250,CEDAR RIVER CLEANING SERVICES,,,24335 252ND AVE SE,MAPLE VALLEY,WA,98038-8221,,,
601 793 302,AMRY'S CLEANING SERVICES,,,1215 SANFORD AVE,RICHLAND,WA,99352,,,
601 356 829,JKL CLEANING SERVICES,,,PO BOX 901,EATONVILLE,WA,98328-0000,,,
601 736 732,LITTLE KIDDIES DAYCARE INC,,,3829 GOLDFINCH DR SE,LACEY,WA,98503,,,
,,,,,,,,,,
601 063 683,UNITED CLEANING SERVICES,,,PO BOX 3422,KENT,WA,98082,,,
601 590 651,AMS CLEANING SERVICES,,,PO BOX 772,REDMOND,WA,98073-0772,,,
601 072 123,M & H CLEANING SERVICES,,,6616 NE 58TH ST,VANCOUVER,WA,98661,,,
601 672 848,"CINDERELLA CLEANING SERVICES,",,,15267 NE 12TH N-263,BELLEVUE,WA,98007,,,
601 587 464,CONTRACT CLEANING SERVICES,,,2100 NE 131ST AVE,VANCOUVER,WA,98684,,,
,,,,,,,,,,
601 370 977,OTHELLO TRAINING CENTER,,,PO BOX 749,OTHELLO,WA,99344,,,
601 232 853,NORTH COUNTY CLEANING SERVICES,,,PO BOX 41,LAKEWOOD,WA,98259,,,
601 473 946,A&S CLEANING SERVICES,,,2645 S MORGAN ST,SEATTLE,WA,98108-3704,,,
601 700 491,LONNIES CLEANING SERVICES,,,18817 79TH AVENUE CT E,PUYALLUP,WA,98373,,,
601 204 308,MARIAS CLEANING SERVICES,,,PO BOX 249,VAUGHN,WA,98394,,,
601 066 456,MORGANITE CLEANING SERVICES,,,13826 58TH AVE NW,STANWOOD,WA,98292,,,
601 282 934,ADELINE'S CLEANING SERVICES,,,4908 S ASOTIN ST,TACOMA,WA,98408,,,
,,,,,,,,,,
601 723 299,O.K. MAINTENANCE CO,,,4255 65TH AVE,FIFE,WA,98424,,,
601 625 085,GEM CLEANING SERVICES,,,1420 NW GILMAN BLVD #2715,ISSAQUAH,WA,98027,,,
,,,,,,,,,,
601 249 126,IVORY CLEANING SERVICES,,,14309 NE WOOD-DUVALL RD,WOODINVILLE,WA,98072,,,
601 321 762,SUPERIOR CLEANING SERVICES,,,1702 C ST SE_#B,AUBURN,WA,98802,,,
601 317 353,STARLIGHT CLEANING SERVICES,,,10714 4TH AVE SE,EVERETT,WA,98208-0000,,,
601 679 721,SPECIALTY CLEANING SERVICES,,,19168 B VIKING WAY,POULSBO,WA,98370,,,
,,,,,,,,,,
601 695 283,T-N-T CLEANING SERVICES,,,10608 SHERIDAN AVE SOUTH,TACOMA,WA,98444,,,
601 059 953,RENAISSANCE CLEANING SERVICES,,,7205 FLETCHER BAY RD NE,BAINBRIDGE IS,WA,98110,,,
600 502 886,DUN-RITE CLEANING SERVICES,,,2010 WASHINGTON ST,BELLINGHAM,WA,98225-0000,,,
601 287 459,SPARKLE CLEANING SERVICES,,,9717 NE 140TH ST,BOTHELL,WA,98011,,,
,,,,,,,,,,
601 404 430,VICTORIAS CLEANING SERVICES,,,44559 SE 144TH ST,NORTH BEND,WA,98045-8714,,,
601 244 830,APEX CLEANING SERVICES,,,2424 S 204TH ST # 43,DES MOINES,WA,98198-5657,,,
,,,,,,,,,,
601 592 503,ABC CARPET CLEANING SERVICES,,,2604 OLYMPIC,OAK HARBOR,WA,98277,,,
601 788 462,SUPERIOR CLEANING SERVICES,,,13532 25TH AVE W,LYNNWOOD,WA,98087,,,
601 707 283,SAVAII CLEANING SERVICES,,,15617 10TH AVE SW,SEATTLE,WA,98166,,,
601 095 828,A-1 CLEANING SERVICES,,,9001 E LONGFELLOW,SPOKANE,WA,99212,,,
601 566 421,MANUAL LABOR CLEANING SERVICES,,,4414 A BAKER DR,CONCRETE,WA,98237,,,
601 408 546,EXECUTIVE CLEANING SERVICES,,,14200 1st Ave South #346,TUKWILA,WA,98168,,,
601 125 627,EVER READY CLEANING SERVICES,,,33718 38TH PL SW,FEDERAL WAY,WA,98023,,,
601 439 228,PRESTIGE CLEANING SERVICES,,,3405 S GUNNISON ST,TACOMA,WA,98409,,,
601 166 576,PAULAS CLEANING SERVICES,,,9808 WIDE HOLLOW RD,YAKIMA,WA,98908-9118,,,
601 299 640,JANET ULMAN CLEANING SERVICES,,,409 16TH AVE E #22,SEATTLE,WA,98112,,,
601 700 787,HOME MADE CLEANING SERVICES,,,16912 58TH AVE NW,STANWOOD,WA,98292,,,
600 567 346,DUTCHMAN CONSTRUCTION,,,2217 GRANDVIEW DR W,TACOMA,WA,98466,,,
601 487 325,SUZYS CLEANING SERVICES,,,16410 84TH ST NE # D-462,LAKE STEVENS,WA,98258,,,
601 540 597,CTT CLEANING SERVICES,,,1002 N 4TH ST,RENTON,WA,98055,,,
